ma_geo_id	ma_vote_id	ctyvtd	statefp10	countyfp10	vtdst10	geoid10	vtdi10	name10	namelsad10	lsad10	mtfcc10	funcstat10	aland10	awater10	intptlat10	intptlon10	recordno	logrecno	county	vtd	name	precinct_code	town	prec_number	citizen	democrat	green	independent	libertarian	npa	other	reform	republican	unknown	total	dem_pct	vap	pop100
69	"2060"	"3 2286"	25	3	"2286"	"250032286"	"A"	"Williamstown Precinct 2"	"Williamstown Precinct 2"	0	"G5240"	"N"	2225526	59306	42.718327	-73.19623	70000000	37658	3	"2286"	"Williamstown Precinct 2"	"WILLIAMSTOWN-002"	"WILLIAMSTOWN"	"2"	"0"	"424"	"0"	"0"	"0"	"285"	"2"	"0"	"39"	"0"	"750"	"0.915766716"	2489	2641
70	"2061"	"3 2287"	25	3	"2287"	"250032287"	"A"	"Williamstown Precinct 3"	"Williamstown Precinct 3"	0	"G5240"	"N"	27977812	199358	42.732944	-73.21342	70000000	37714	3	"2287"	"Williamstown Precinct 3"	"WILLIAMSTOWN-003"	"WILLIAMSTOWN"	"3"	"0"	"824"	"1"	"0"	"2"	"973"	"7"	"0"	"152"	"0"	"1959"	"0.844262302"	2118	2638
71	"2079"	"3 2288"	25	3	"2288"	"250032288"	"A"	"Windsor Precinct 1"	"Windsor Precinct 1"	0	"G5240"	"N"	90630849	448237	42.519836	-73.04969	70000000	37824	3	"2288"	"Windsor Precinct 1"	"WINDSOR-001"	"WINDSOR"	"1"	"0"	"165"	"0"	"0"	"0"	"429"	"3"	"0"	"67"	"0"	"664"	"0.711206913"	715	899
72	"27"	"3 2230"	25	3	"2230"	"250032230"	"A"	"Alford Precinct 1"	"Alford Precinct 1"	0	"G5240"	"N"	29779772	105325	42.254402	-73.429054	70000000	30568	3	"2230"	"Alford Precinct 1"	"ALFORD-001"	"ALFORD"	"1"	"0"	"148"	"0"	"0"	"0"	"191"	"2"	"0"	"40"	"0"	"381"	"0.787234068"	422	494
73	"858"	"3 2241"	25	3	"2241"	"250032241"	"A"	"Great Barrington Precinct D"	"Great Barrington Precinct D"	0	"G5240"	"N"	19592555	268374	42.18435	-73.387054	70000000	32084	3	"2241"	"Great Barrington Precinct D"	"GREAT BARRINGTON-D"	"GREAT BARRINGTON"	"D"	"0"	"533"	"0"	"0"	"1"	"532"	"7"	"0"	"122"	"0"	"1195"	"0.813740432"	1464	1692
74	"14"	"3 2225"	25	3	"2225"	"250032225"	"A"	"Adams Precinct 1"	"Adams Precinct 1"	0	"G5240"	"N"	4125266	25849	42.64755	-73.11921	70000000	30197	3	"2225"	"Adams Precinct 1"	"ADAMS-001"	"ADAMS"	"1"	"0"	"409"	"1"	"0"	"1"	"612"	"4"	"0"	"95"	"0"	"1122"	"0.81150794"	1329	1679
75	"15"	"3 2226"	25	3	"2226"	"250032226"	"A"	"Adams Precinct 2"	"Adams Precinct 2"	0	"G5240"	"N"	14260630	94805	42.641575	-73.08703	70000000	30270	3	"2226"	"Adams Precinct 2"	"ADAMS-002"	"ADAMS"	"2"	"0"	"448"	"0"	"0"	"0"	"687"	"3"	"0"	"72"	"0"	"1210"	"0.86153847"	1343	1672
76	"16"	"3 2227"	25	3	"2227"	"250032227"	"A"	"Adams Precinct 3"	"Adams Precinct 3"	0	"G5240"	"N"	12863124	18555	42.61459	-73.085556	70000000	30335	3	"2227"	"Adams Precinct 3"	"ADAMS-003"	"ADAMS"	"3"	"0"	"450"	"1"	"0"	"2"	"650"	"4"	"0"	"111"	"0"	"1218"	"0.802139044"	1380	1731
77	"17"	"3 2228"	25	3	"2228"	"250032228"	"A"	"Adams Precinct 4"	"Adams Precinct 4"	0	"G5240"	"N"	2974912	24574	42.601746	-73.12128	70000000	30400	3	"2228"	"Adams Precinct 4"	"ADAMS-004"	"ADAMS"	"4"	"0"	"401"	"1"	"0"	"2"	"634"	"8"	"0"	"83"	"0"	"1129"	"0.828512371"	1315	1656
78	"18"	"3 2229"	25	3	"2229"	"250032229"	"A"	"Adams Precinct 5"	"Adams Precinct 5"	0	"G5240"	"N"	25056810	33979	42.632248	-73.14776	70000000	30478	3	"2229"	"Adams Precinct 5"	"ADAMS-005"	"ADAMS"	"5"	"0"	"475"	"1"	"0"	"2"	"706"	"7"	"0"	"105"	"0"	"1296"	"0.818965495"	1414	1747
79	"120"	"3 2231"	25	3	"2231"	"250032231"	"A"	"Becket Precinct 1"	"Becket Precinct 1"	0	"G5240"	"N"	119290557	4481906	42.294853	-73.08847	70000000	30628	3	"2231"	"Becket Precinct 1"	"BECKET-001"	"BECKET"	"1"	"0"	"355"	"1"	"0"	"0"	"747"	"6"	"0"	"147"	"0"	"1256"	"0.707171321"	1466	1779
80	"586"	"3 2232"	25	3	"2232"	"250032232"	"A"	"Cheshire Precinct 1"	"Cheshire Precinct 1"	0	"G5240"	"N"	69434044	1827452	42.56501	-73.14921	70000000	30936	3	"2232"	"Cheshire Precinct 1"	"CHESHIRE-001"	"CHESHIRE"	"1"	"0"	"661"	"0"	"0"	"1"	"1444"	"8"	"0"	"224"	"0"	"2338"	"0.746892631"	2625	3235
81	"616"	"3 2233"	25	3	"2233"	"250032233"	"A"	"Clarksburg Precinct 1"	"Clarksburg Precinct 1"	0	"G5240"	"N"	32865588	267085	42.72271	-73.10582	70000000	31111	3	"2233"	"Clarksburg Precinct 1"	"CLARKSBURG-001"	"CLARKSBURG"	"1"	"0"	"243"	"0"	"0"	"0"	"778"	"7"	"0"	"96"	"0"	"1124"	"0.71681416"	1324	1702
82	"631"	"3 2234"	25	3	"2234"	"250032234"	"A"	"Dalton Precinct 1"	"Dalton Precinct 1"	0	"G5240"	"N"	35448444	216137	42.50969	-73.14326	70000000	31189	3	"2234"	"Dalton Precinct 1"	"DALTON-001"	"DALTON"	"1"	"0"	"682"	"0"	"0"	"2"	"1356"	"3"	"0"	"275"	"0"	"2318"	"0.712643683"	2627	3381
83	"632"	"3 2235"	25	3	"2235"	"250032235"	"A"	"Dalton Precinct 2"	"Dalton Precinct 2"	0	"G5240"	"N"	20967947	40357	42.43662	-73.17714	70000000	31290	3	"2235"	"Dalton Precinct 2"	"DALTON-002"	"DALTON"	"2"	"1"	"719"	"0"	"0"	"0"	"1273"	"2"	"0"	"272"	"0"	"2267"	"0.72552979"	2620	3375
84	"710"	"3 2236"	25	3	"2236"	"250032236"	"A"	"Egremont Precinct 1"	"Egremont Precinct 1"	0	"G5240"	"N"	48382146	618571	42.173534	-73.44493	70000000	31448	3	"2236"	"Egremont Precinct 1"	"EGREMONT-001"	"EGREMONT"	"1"	"0"	"342"	"2"	"0"	"0"	"487"	"5"	"0"	"117"	"0"	"953"	"0.745098054"	1041	1225
85	"788"	"3 2237"	25	3	"2237"	"250032237"	"A"	"Florida Precinct 1"	"Florida Precinct 1"	0	"G5240"	"N"	63094485	592481	42.680042	-73.015816	70000000	31561	3	"2237"	"Florida Precinct 1"	"FLORIDA-001"	"FLORIDA"	"1"	"0"	"122"	"0"	"0"	"0"	"382"	"2"	"0"	"47"	"0"	"553"	"0.721893489"	587	752
86	"855"	"3 2238"	25	3	"2238"	"250032238"	"A"	"Great Barrington Precinct A"	"Great Barrington Precinct A"	0	"G5240"	"N"	70375876	804455	42.213623	-73.317085	70000000	31675	3	"2238"	"Great Barrington Precinct A"	"GREAT BARRINGTON-A"	"GREAT BARRINGTON"	"A"	"0"	"488"	"1"	"0"	"2"	"684"	"9"	"0"	"116"	"0"	"1300"	"0.80794704"	1477	1881
87	"856"	"3 2239"	25	3	"2239"	"250032239"	"A"	"Great Barrington Precinct B"	"Great Barrington Precinct B"	0	"G5240"	"N"	13311443	1056940	42.239517	-73.3801	70000000	31882	3	"2239"	"Great Barrington Precinct B"	"GREAT BARRINGTON-B"	"GREAT BARRINGTON"	"B"	"0"	"441"	"2"	"0"	"1"	"690"	"15"	"0"	"86"	"0"	"1235"	"0.836812139"	1368	1715
88	"857"	"3 2240"	25	3	"2240"	"250032240"	"A"	"Great Barrington Precinct C"	"Great Barrington Precinct C"	0	"G5240"	"N"	12810910	342831	42.2139	-73.37396	70000000	31987	3	"2240"	"Great Barrington Precinct C"	"GREAT BARRINGTON-C"	"GREAT BARRINGTON"	"C"	"0"	"390"	"0"	"0"	"1"	"480"	"7"	"0"	"87"	"0"	"965"	"0.817610085"	1389	1816
89	"879"	"3 2242"	25	3	"2242"	"250032242"	"A"	"Hancock Precinct 1"	"Hancock Precinct 1"	0	"G5240"	"N"	92374170	178586	42.524693	-73.323204	70000000	32197	3	"2242"	"Hancock Precinct 1"	"HANCOCK-001"	"HANCOCK"	"1"	"0"	"124"	"0"	"0"	"0"	"328"	"3"	"0"	"60"	"0"	"515"	"0.673913062"	565	717
90	"924"	"3 2243"	25	3	"2243"	"250032243"	"A"	"Hinsdale Precinct 1"	"Hinsdale Precinct 1"	0	"G5240"	"N"	53696359	2502375	42.43583	-73.112816	70000000	32302	3	"2243"	"Hinsdale Precinct 1"	"HINSDALE-001"	"HINSDALE"	"1"	"0"	"372"	"0"	"0"	"2"	"864"	"3"	"0"	"146"	"0"	"1387"	"0.718146741"	1653	2032
91	"983"	"3 2244"	25	3	"2244"	"250032244"	"A"	"Lanesborough Precinct 1"	"Lanesborough Precinct 1"	0	"G5240"	"N"	74697172	1906233	42.53586	-73.241135	70000000	32481	3	"2244"	"Lanesborough Precinct 1"	"LANESBOROUGH-001"	"LANESBOROUGH"	"1"	"0"	"657"	"0"	"0"	"1"	"1318"	"9"	"0"	"220"	"0"	"2205"	"0.749144793"	2454	3091
92	"1008"	"3 2245"	25	3	"2245"	"250032245"	"A"	"Lee Precinct 1"	"Lee Precinct 1"	0	"G5240"	"N"	22031399	496740	42.325363	-73.206375	70000000	32685	3	"2245"	"Lee Precinct 1"	"LEE-001"	"LEE"	"1"	"0"	"169"	"0"	"0"	"4"	"417"	"2"	"0"	"46"	"0"	"638"	"0.786046505"	715	895
93	"1009"	"3 2246"	25	3	"2246"	"250032246"	"A"	"Lee Precinct 2"	"Lee Precinct 2"	0	"G5240"	"N"	2342759	10790	42.308395	-73.23645	70000000	32769	3	"2246"	"Lee Precinct 2"	"LEE-002"	"LEE"	"2"	"0"	"216"	"0"	"0"	"1"	"403"	"5"	"0"	"57"	"0"	"682"	"0.791208804"	793	976
94	"1010"	"3 2247"	25	3	"2247"	"250032247"	"A"	"Lee Precinct 3"	"Lee Precinct 3"	0	"G5240"	"N"	17896871	857979	42.293625	-73.2149	70000000	32826	3	"2247"	"Lee Precinct 3"	"LEE-003"	"LEE"	"3"	"0"	"163"	"0"	"0"	"3"	"438"	"1"	"0"	"44"	"0"	"649"	"0.787439585"	771	975
95	"1011"	"3 2248"	25	3	"2248"	"250032248"	"A"	"Lee Precinct 4"	"Lee Precinct 4"	0	"G5240"	"N"	16136067	178331	42.2775	-73.26945	70000000	32967	3	"2248"	"Lee Precinct 4"	"LEE-004"	"LEE"	"4"	"0"	"235"	"0"	"0"	"1"	"500"	"3"	"0"	"75"	"0"	"814"	"0.758064508"	871	1092
96	"1012"	"3 2249"	25	3	"2249"	"250032249"	"A"	"Lee Precinct 5"	"Lee Precinct 5"	0	"G5240"	"N"	1286200	21918	42.30614	-73.25966	70000000	33049	3	"2249"	"Lee Precinct 5"	"LEE-005"	"LEE"	"5"	"0"	"196"	"0"	"0"	"0"	"337"	"2"	"0"	"48"	"0"	"583"	"0.803278685"	824	1003
97	"1013"	"3 2250"	25	3	"2250"	"250032250"	"A"	"Lee Precinct 6"	"Lee Precinct 6"	0	"G5240"	"N"	8032677	688293	42.309464	-73.27377	70000000	33090	3	"2250"	"Lee Precinct 6"	"LEE-006"	"LEE"	"6"	"0"	"215"	"0"	"0"	"1"	"357"	"2"	"0"	"72"	"0"	"647"	"0.749128938"	872	1002
98	"1018"	"3 2251"	25	3	"2251"	"250032251"	"A"	"Lenox Precinct 1"	"Lenox Precinct 1"	0	"G5240"	"N"	54958353	1168736	42.367863	-73.26977	70000000	33163	3	"2251"	"Lenox Precinct 1"	"LENOX-001"	"LENOX"	"1"	"0"	"1623"	"0"	"0"	"1"	"1613"	"22"	"0"	"470"	"0"	"3729"	"0.775441945"	4074	5025
99	"1291"	"3 2252"	25	3	"2252"	"250032252"	"A"	"Monterey Precinct 1"	"Monterey Precinct 1"	0	"G5240"	"N"	68450021	2506911	42.186893	-73.22311	70000000	33440	3	"2252"	"Monterey Precinct 1"	"MONTEREY-001"	"MONTEREY"	"1"	"0"	"288"	"0"	"0"	"0"	"314"	"4"	"0"	"92"	"0"	"698"	"0.757894754"	798	961
100	"1293"	"3 2253"	25	3	"2253"	"250032253"	"A"	"Mount Washington Precinct 1"	"Mount Washington Precinct 1"	0	"G5240"	"N"	57545054	390303	42.090923	-73.4702	70000000	33594	3	"2253"	"Mount Washington Precinct 1"	"MOUNT WASHINGTON-001"	"MOUNT WASHINGTON"	"1"	"0"	"44"	"0"	"0"	"0"	"70"	"2"	"0"	"12"	"0"	"128"	"0.785714269"	147	167
101	"1316"	"3 2254"	25	3	"2254"	"250032254"	"A"	"New Ashford Precinct 1"	"New Ashford Precinct 1"	0	"G5240"	"N"	34874360	36176	42.610718	-73.22533	70000000	33630	3	"2254"	"New Ashford Precinct 1"	"NEW ASHFORD-001"	"NEW ASHFORD"	"1"	"0"	"32"	"0"	"0"	"1"	"125"	"4"	"0"	"10"	"0"	"172"	"0.761904776"	182	228
102	"1369"	"3 2255"	25	3	"2255"	"250032255"	"A"	"New Marlborough Precinct 1"	"New Marlborough Precinct 1"	0	"G5240"	"N"	121445541	2630681	42.098434	-73.24198	70000000	33677	3	"2255"	"New Marlborough Precinct 1"	"NEW MARLBOROUGH-001"	"NEW MARLBOROUGH"	"1"	"0"	"311"	"0"	"0"	"0"	"654"	"11"	"0"	"148"	"0"	"1124"	"0.677559912"	1206	1509
103	"1406"	"3 2256"	25	3	"2256"	"250032256"	"A"	"North Adams Ward 1 Precinct 1"	"North Adams Ward 1 Precinct 1"	0	"G5240"	"N"	3552289	60927	42.70643	-73.09248	70000000	33879	3	"2256"	"North Adams Ward 1 Precinct 1"	"NORTH ADAMS-1-001"	"NORTH ADAMS"	"1-001"	"0"	"660"	"0"	"0"	"2"	"967"	"9"	"0"	"115"	"0"	"1753"	"0.851612926"	1997	2444
104	"1407"	"3 2257"	25	3	"2257"	"250032257"	"A"	"North Adams Ward 1 Precinct 2"	"North Adams Ward 1 Precinct 2"	0	"G5240"	"N"	15874249	102365	42.68583	-73.07135	70000000	33958	3	"2257"	"North Adams Ward 1 Precinct 2"	"NORTH ADAMS-2-002"	"NORTH ADAMS"	"2-002"	"0"	"670"	"0"	"0"	"3"	"1143"	"15"	"0"	"158"	"0"	"1989"	"0.80917877"	2586	3184
105	"1408"	"3 2258"	25	3	"2258"	"250032258"	"A"	"North Adams Ward 1 Precinct 3"	"North Adams Ward 1 Precinct 3"	0	"G5240"	"N"	11954817	137464	42.67555	-73.11811	70000000	34024	3	"2258"	"North Adams Ward 1 Precinct 3"	"NORTH ADAMS-3-003"	"NORTH ADAMS"	"3-003"	"0"	"637"	"0"	"0"	"6"	"853"	"9"	"0"	"106"	"1"	"1612"	"0.85733515"	2371	2775
106	"1409"	"3 2259"	25	3	"2259"	"250032259"	"A"	"North Adams Ward 1 Precinct 4"	"North Adams Ward 1 Precinct 4"	0	"G5240"	"N"	16093658	332842	42.69051	-73.14936	70000000	34178	3	"2259"	"North Adams Ward 1 Precinct 4"	"NORTH ADAMS-4-004"	"NORTH ADAMS"	"4-004"	"0"	"644"	"0"	"0"	"4"	"1146"	"7"	"0"	"173"	"0"	"1974"	"0.788249671"	2182	2822
107	"1410"	"3 2260"	25	3	"2260"	"250032260"	"A"	"North Adams Ward 1 Precinct 5"	"North Adams Ward 1 Precinct 5"	0	"G5240"	"N"	5215923	63832	42.707195	-73.13461	70000000	34277	3	"2260"	"North Adams Ward 1 Precinct 5"	"NORTH ADAMS-5-005"	"NORTH ADAMS"	"5-005"	"0"	"588"	"0"	"0"	"7"	"985"	"15"	"0"	"112"	"0"	"1707"	"0.839999974"	1949	2483
108	"1479"	"3 2261"	25	3	"2261"	"250032261"	"A"	"Otis Precinct 1"	"Otis Precinct 1"	0	"G5240"	"N"	92050297	6454094	42.204346	-73.08496	70000000	34363	3	"2261"	"Otis Precinct 1"	"OTIS-001"	"OTIS"	"1"	"0"	"272"	"0"	"0"	"3"	"651"	"7"	"0"	"157"	"0"	"1090"	"0.634032607"	1347	1612
109	"1517"	"3 2262"	25	3	"2262"	"250032262"	"A"	"Peru Precinct 1"	"Peru Precinct 1"	0	"G5240"	"N"	67139662	273449	42.40817	-73.03534	70000000	34615	3	"2262"	"Peru Precinct 1"	"PERU-001"	"PERU"	"1"	"0"	"133"	"0"	"1"	"0"	"383"	"2"	"0"	"63"	"0"	"582"	"0.678571403"	668	847
110	"1520"	"3 2263"	25	3	"2263"	"250032263"	"A"	"Pittsfield Ward 1 Precinct A"	"Pittsfield Ward 1 Precinct A"	0	"G5240"	"N"	2516791	2584	42.466015	-73.2347	70000000	34681	3	"2263"	"Pittsfield Ward 1 Precinct A"	"PITTSFIELD-1-A"	"PITTSFIELD"	"1-A"	"0"	"853"	"0"	"1"	"7"	"898"	"14"	"0"	"189"	"0"	"1962"	"0.818618059"	2601	3366
111	"1521"	"3 2264"	25	3	"2264"	"250032264"	"A"	"Pittsfield Ward 1 Precinct B"	"Pittsfield Ward 1 Precinct B"	0	"G5240"	"N"	10367011	13425	42.48106	-73.22006	70000000	34752	3	"2264"	"Pittsfield Ward 1 Precinct B"	"PITTSFIELD-1-B"	"PITTSFIELD"	"1-B"	"0"	"1050"	"0"	"0"	"2"	"984"	"6"	"2"	"198"	"0"	"2242"	"0.841346145"	2875	3412
112	"1522"	"3 2265"	25	3	"2265"	"250032265"	"A"	"Pittsfield Ward 2 Precinct A"	"Pittsfield Ward 2 Precinct A"	0	"G5240"	"N"	926960	0	42.453606	-73.24699	70000000	34836	3	"2265"	"Pittsfield Ward 2 Precinct A"	"PITTSFIELD-2-A"	"PITTSFIELD"	"2-A"	"0"	"578"	"0"	"0"	"5"	"587"	"10"	"0"	"88"	"0"	"1268"	"0.867867887"	2192	2922
113	"1523"	"3 2266"	25	3	"2266"	"250032266"	"A"	"Pittsfield Ward 2 Precinct B"	"Pittsfield Ward 2 Precinct B"	0	"G5240"	"N"	6329917	105411	42.46338	-73.212654	70000000	34913	3	"2266"	"Pittsfield Ward 2 Precinct B"	"PITTSFIELD-2-B"	"PITTSFIELD"	"2-B"	"0"	"957"	"1"	"0"	"3"	"888"	"11"	"0"	"186"	"0"	"2046"	"0.837270319"	2557	3165
114	"1524"	"3 2267"	25	3	"2267"	"250032267"	"A"	"Pittsfield Ward 3 Precinct A"	"Pittsfield Ward 3 Precinct A"	0	"G5240"	"N"	2085970	146157	42.44534	-73.23439	70000000	35081	3	"2267"	"Pittsfield Ward 3 Precinct A"	"PITTSFIELD-3-A"	"PITTSFIELD"	"3-A"	"0"	"938"	"0"	"0"	"3"	"839"	"8"	"0"	"186"	"0"	"1974"	"0.834519565"	2407	3040
115	"1525"	"3 2268"	25	3	"2268"	"250032268"	"A"	"Pittsfield Ward 3 Precinct B"	"Pittsfield Ward 3 Precinct B"	0	"G5240"	"N"	5054957	147882	42.441994	-73.21517	70000000	35180	3	"2268"	"Pittsfield Ward 3 Precinct B"	"PITTSFIELD-3-B"	"PITTSFIELD"	"3-B"	"0"	"1144"	"1"	"0"	"5"	"1116"	"7"	"1"	"209"	"0"	"2483"	"0.845528483"	2509	3126
116	"1526"	"3 2269"	25	3	"2269"	"250032269"	"A"	"Pittsfield Ward 4 Precinct A"	"Pittsfield Ward 4 Precinct A"	0	"G5240"	"N"	7490583	335436	42.4185	-73.2554	70000000	35269	3	"2269"	"Pittsfield Ward 4 Precinct A"	"PITTSFIELD-4-A"	"PITTSFIELD"	"4-A"	"0"	"1044"	"0"	"1"	"6"	"1025"	"11"	"0"	"286"	"0"	"2373"	"0.784962416"	2506	3206
117	"1527"	"3 2270"	25	3	"2270"	"250032270"	"A"	"Pittsfield Ward 4 Precinct B"	"Pittsfield Ward 4 Precinct B"	0	"G5240"	"N"	12988828	89875	42.41231	-73.21781	70000000	35384	3	"2270"	"Pittsfield Ward 4 Precinct B"	"PITTSFIELD-4-B"	"PITTSFIELD"	"4-B"	"0"	"1087"	"0"	"0"	"1"	"1047"	"15"	"0"	"349"	"0"	"2499"	"0.756963789"	2537	3232
118	"1528"	"3 2271"	25	3	"2271"	"250032271"	"A"	"Pittsfield Ward 5 Precinct A"	"Pittsfield Ward 5 Precinct A"	0	"G5240"	"N"	2743746	35822	42.43688	-73.263466	70000000	35451	3	"2271"	"Pittsfield Ward 5 Precinct A"	"PITTSFIELD-5-A"	"PITTSFIELD"	"5-A"	"0"	"914"	"0"	"0"	"4"	"915"	"17"	"0"	"192"	"0"	"2042"	"0.826401472"	2547	3189
119	"1529"	"3 2272"	25	3	"2272"	"250032272"	"A"	"Pittsfield Ward 5 Precinct B"	"Pittsfield Ward 5 Precinct B"	0	"G5240"	"N"	16235493	541475	42.425896	-73.28571	70000000	35530	3	"2272"	"Pittsfield Ward 5 Precinct B"	"PITTSFIELD-5-B"	"PITTSFIELD"	"5-B"	"0"	"828"	"0"	"0"	"4"	"869"	"9"	"1"	"228"	"0"	"1939"	"0.784090936"	2371	2928
120	"1530"	"3 2273"	25	3	"2273"	"250032273"	"A"	"Pittsfield Ward 6 Precinct A"	"Pittsfield Ward 6 Precinct A"	0	"G5240"	"N"	10254020	39109	42.443745	-73.30766	70000000	35678	3	"2273"	"Pittsfield Ward 6 Precinct A"	"PITTSFIELD-6-A"	"PITTSFIELD"	"6-A"	"0"	"1063"	"0"	"0"	"2"	"980"	"6"	"0"	"275"	"0"	"2326"	"0.794469357"	2661	3465
121	"1531"	"3 2274"	25	3	"2274"	"250032274"	"A"	"Pittsfield Ward 6 Precinct B"	"Pittsfield Ward 6 Precinct B"	0	"G5240"	"N"	11696233	606944	42.473137	-73.299255	70000000	35800	3	"2274"	"Pittsfield Ward 6 Precinct B"	"PITTSFIELD-6-B"	"PITTSFIELD"	"6-B"	"0"	"851"	"2"	"0"	"5"	"745"	"19"	"0"	"195"	"0"	"1817"	"0.813575506"	2778	3542
122	"1532"	"3 2275"	25	3	"2275"	"250032275"	"A"	"Pittsfield Ward 7 Precinct A"	"Pittsfield Ward 7 Precinct A"	0	"G5240"	"N"	2850222	45788	42.47301	-73.2532	70000000	35890	3	"2275"	"Pittsfield Ward 7 Precinct A"	"PITTSFIELD-7-A"	"PITTSFIELD"	"7-A"	"0"	"762"	"1"	"0"	"7"	"703"	"9"	"0"	"144"	"0"	"1626"	"0.841059625"	2256	3121
123	"1533"	"3 2276"	25	3	"2276"	"250032276"	"A"	"Pittsfield Ward 7 Precinct B"	"Pittsfield Ward 7 Precinct B"	0	"G5240"	"N"	13273577	3060061	42.483322	-73.28219	70000000	36043	3	"2276"	"Pittsfield Ward 7 Precinct B"	"PITTSFIELD-7-B"	"PITTSFIELD"	"7-B"	"0"	"999"	"0"	"1"	"5"	"977"	"16"	"0"	"184"	"1"	"2183"	"0.844463229"	2454	3023
124	"1624"	"3 2277"	25	3	"2277"	"250032277"	"A"	"Richmond Precinct 1"	"Richmond Precinct 1"	0	"G5240"	"N"	48394456	839827	42.3835	-73.359184	70000000	36204	3	"2277"	"Richmond Precinct 1"	"RICHMOND-001"	"RICHMOND"	"1"	"0"	"387"	"0"	"0"	"1"	"628"	"10"	"0"	"133"	"0"	"1159"	"0.744230747"	1231	1475
125	"1658"	"3 2278"	25	3	"2278"	"250032278"	"A"	"Sandisfield Precinct 1"	"Sandisfield Precinct 1"	0	"G5240"	"N"	134177247	3047061	42.1075	-73.11861	70000000	36332	3	"2278"	"Sandisfield Precinct 1"	"SANDISFIELD-001"	"SANDISFIELD"	"1"	"0"	"202"	"0"	"0"	"0"	"298"	"4"	"0"	"68"	"0"	"572"	"0.748148143"	758	915
126	"1676"	"3 2279"	25	3	"2279"	"250032279"	"A"	"Savoy Precinct 1"	"Savoy Precinct 1"	0	"G5240"	"N"	92838285	452299	42.594166	-73.022316	70000000	36515	3	"2279"	"Savoy Precinct 1"	"SAVOY-001"	"SAVOY"	"1"	"0"	"96"	"0"	"0"	"1"	"378"	"4"	"0"	"39"	"0"	"518"	"0.711111128"	552	692
127	"1692"	"3 2280"	25	3	"2280"	"250032280"	"A"	"Sheffield Precinct 1"	"Sheffield Precinct 1"	0	"G5240"	"N"	122856983	2936326	42.10365	-73.359886	70000000	36619	3	"2280"	"Sheffield Precinct 1"	"SHEFFIELD-001"	"SHEFFIELD"	"1"	"0"	"659"	"0"	"0"	"1"	"1235"	"12"	"0"	"355"	"0"	"2262"	"0.64990139"	2643	3257
128	"1819"	"3 2281"	25	3	"2281"	"250032281"	"A"	"Stockbridge Precinct 1"	"Stockbridge Precinct 1"	0	"G5240"	"N"	58887363	2434646	42.301968	-73.32302	70000000	36901	3	"2281"	"Stockbridge Precinct 1"	"STOCKBRIDGE-001"	"STOCKBRIDGE"	"1"	"0"	"656"	"0"	"0"	"1"	"656"	"12"	"0"	"181"	"0"	"1506"	"0.783751488"	1703	1947
129	"1891"	"3 2282"	25	3	"2282"	"250032282"	"A"	"Tyringham Precinct 1"	"Tyringham Precinct 1"	0	"G5240"	"N"	48303392	585673	42.241013	-73.18127	70000000	37190	3	"2282"	"Tyringham Precinct 1"	"TYRINGHAM-001"	"TYRINGHAM"	"1"	"0"	"93"	"0"	"0"	"2"	"186"	"1"	"0"	"34"	"0"	"316"	"0.732283473"	284	327
130	"1944"	"3 2283"	25	3	"2283"	"250032283"	"A"	"Washington Precinct 1"	"Washington Precinct 1"	0	"G5240"	"N"	98375655	2114697	42.369766	-73.15517	70000000	37258	3	"2283"	"Washington Precinct 1"	"WASHINGTON-001"	"WASHINGTON"	"1"	"0"	"141"	"0"	"0"	"1"	"250"	"1"	"0"	"33"	"0"	"426"	"0.810344815"	449	538
131	"2025"	"3 2284"	25	3	"2284"	"250032284"	"A"	"West Stockbridge Precinct 1"	"West Stockbridge Precinct 1"	0	"G5240"	"N"	47796960	595126	42.312336	-73.387825	70000000	37364	3	"2284"	"West Stockbridge Precinct 1"	"WEST STOCKBRIDGE-001"	"WEST STOCKBRIDGE"	"1"	"0"	"373"	"0"	"0"	"0"	"596"	"2"	"0"	"72"	"0"	"1043"	"0.838202238"	1079	1306
132	"2059"	"3 2285"	25	3	"2285"	"250032285"	"A"	"Williamstown Precinct 1"	"Williamstown Precinct 1"	0	"G5240"	"N"	90904192	71180	42.673573	-73.2276	70000000	37539	3	"2285"	"Williamstown Precinct 1"	"WILLIAMSTOWN-001"	"WILLIAMSTOWN"	"1"	"0"	"756"	"0"	"0"	"2"	"845"	"8"	"0"	"204"	"0"	"1815"	"0.787500024"	2107	2475
133	"11"	"5 2289"	25	5	"2289"	"250052289"	"A"	"Acushnet Precinct 1"	"Acushnet Precinct 1"	0	"G5240"	"N"	10525085	65380	41.67954	-70.88014	70000000	38504	5	"2289"	"Acushnet Precinct 1"	"ACUSHNET-001"	"ACUSHNET"	"1"	"0"	"889"	"0"	"0"	"1"	"1116"	"4"	"0"	"129"	"0"	"2139"	"0.873280942"	2479	3075
134	"12"	"5 2290"	25	5	"2290"	"250052290"	"A"	"Acushnet Precinct 2"	"Acushnet Precinct 2"	0	"G5240"	"N"	21925907	665713	41.72142	-70.89559	70000000	38591	5	"2290"	"Acushnet Precinct 2"	"ACUSHNET-002"	"ACUSHNET"	"2"	"0"	"978"	"0"	"0"	"1"	"1429"	"8"	"0"	"225"	"0"	"2641"	"0.812967598"	2875	3651
